Dataset,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity
DS1,210,8496,Norwegian whaling season starts with highest quota in a decade,8-Over,Norway is the only country in the world to allow commercial whaling .,1,0.47,4,0,whaling,0.34,0.4850712501,0.4850712501,0.7276068751,0,0.9284766909,0.3713906764
DS1,210,8496,Norwegian whaling season starts with highest quota in a decade,8-Over,Norway is the only country in the world to allow commercial whaling .,1,0.47,4,0,allow commercial whaling,0.17,0.4850712501,0.4850712501,0.7276068751,0.4850712501,0.7276068751,0.4850712501
DS1,211,8496,Norwegian whaling season starts with highest quota in a decade,5-NonOver,Environmental activists from groups such as Greenpeace have denounced the increase .,0,0.28,2,1,,,0.2357022604,0.9428090416,0.2357022604,0.2672612419,0.5345224838,0.8017837257
DS1,211,8496,Norwegian whaling season starts with highest quota in a decade,5-NonOver,Environmental activists from groups such as Greenpeace have denounced the increase .,0,0.28,2,0,Greenpeace have denounced the increase,0.45,0.2357022604,0.9428090416,0.2357022604,0.2672612419,0.5345224838,0.8017837257
DS1,211,8496,Norwegian whaling season starts with highest quota in a decade,5-NonOver,Environmental activists from groups such as Greenpeace have denounced the increase .,0,0.28,2,0,increase,0.89,0.4472135955,0,0.894427191,0,1,0
DS1,212,8496,Norwegian whaling season starts with highest quota in a decade,12-Over,"The economic argument is that whaling provides employment and economic stimulant for fishery , logistic , restaurant and other related industries in developed countries .",1,0.13,2,1,,,0.4264014327,0.6396021491,0.6396021491,0,0.7071067812,0.7071067812
DS1,212,8496,Norwegian whaling season starts with highest quota in a decade,12-Over,"The economic argument is that whaling provides employment and economic stimulant for fishery , logistic , restaurant and other related industries in developed countries .",1,0.13,2,0,argument,0.71,0.1961161351,0.7844645406,0.5883484054,0,0.8574929257,0.5144957554
DS1,212,8496,Norwegian whaling season starts with highest quota in a decade,12-Over,"The economic argument is that whaling provides employment and economic stimulant for fishery , logistic , restaurant and other related industries in developed countries .",1,0.13,2,0,industries in developed countries,0.71,0.1825741858,0.3651483717,0.9128709292,0,0.7071067812,0.7071067812
DS1,213,8496,Norwegian whaling season starts with highest quota in a decade,6-Over,"Speaking to the Associated Press , one activist said `` Increased whaling is no solution for the problems along the coast . ''",1,0.27,1,1,,,0,0.9805806757,0.1961161351,0,0.894427191,0.4472135955
DS1,213,8496,Norwegian whaling season starts with highest quota in a decade,6-Over,"Speaking to the Associated Press , one activist said `` Increased whaling is no solution for the problems along the coast . ''",1,0.27,1,0,Increased whaling,1,0,0.7071067812,0.7071067812,0,0.9805806757,0.1961161351
DS1,214,8496,Norwegian whaling season starts with highest quota in a decade,4-Over,Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .,1,0.67,6,1,,,0.6882472016,0.2294157339,0.6882472016,0,0.9284766909,0.3713906764
DS1,214,8496,Norwegian whaling season starts with highest quota in a decade,4-Over,Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .,1,0.67,6,0,fishermen,0.21,0,0,1,0,0.9863939238,0.1643989873
DS1,214,8496,Norwegian whaling season starts with highest quota in a decade,4-Over,Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .,1,0.67,6,0,Last years quota of 670 was raised this year,0.21,0.6,0,0.8,0,0.8,0.6
DS1,214,8496,Norwegian whaling season starts with highest quota in a decade,4-Over,Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .,1,0.67,6,0,quota,0.64,0,0.1643989873,0.9863939238,0,0.9863939238,0.1643989873
DS1,214,8496,Norwegian whaling season starts with highest quota in a decade,4-Over,Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .,1,0.67,6,0,raised,0.64,0.6,0,0.8,0,0.9284766909,0.3713906764
DS1,214,8496,Norwegian whaling season starts with highest quota in a decade,4-Over,Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .,1,0.67,6,0,fishermen failing to reach their quota last year,0.21,0,0.8,0.6,0,0.8,0.6
DS1,214,8496,Norwegian whaling season starts with highest quota in a decade,4-Over,Last years quota of 670 was raised this year despite fishermen failing to reach their quota last year .,1,0.67,6,0,quota,0.21,0,0.1643989873,0.9863939238,0,0.9863939238,0.1643989873
DS1,235,12184,International Whaling Commission adjourns for private talks,5-NonOver,"Nauru , The Gambia , and Togo applied to join the commission last week , but have no voting rights until their membership payments are cleared , which could happen any time during the IWC meeting .",0,0.1,1,1,,,0.1622214211,0.1622214211,0.9733285268,0,0.9486832981,0.316227766
DS1,235,12184,International Whaling Commission adjourns for private talks,5-NonOver,"Nauru , The Gambia , and Togo applied to join the commission last week , but have no voting rights until their membership payments are cleared , which could happen any time during the IWC meeting .",0,0.1,1,0,IWC meeting,1,0,0,1,0,0.9899494937,0.1414213562
DS1,236,12184,International Whaling Commission adjourns for private talks,4-NonOver,Australia attempted to stop the adjournment accusing Japan of trying to stall the vote .,0,0.39,4,1,,,0.8017837257,0.5345224838,0.2672612419,0.4472135955,0,0.894427191
DS1,236,12184,International Whaling Commission adjourns for private talks,4-NonOver,Australia attempted to stop the adjournment accusing Japan of trying to stall the vote .,0,0.39,4,0,Australia attempted to stop,0.29,0.5773502692,0.5773502692,0.5773502692,0.2672612419,0.5345224838,0.8017837257
DS1,236,12184,International Whaling Commission adjourns for private talks,4-NonOver,Australia attempted to stop the adjournment accusing Japan of trying to stall the vote .,0,0.39,4,0,adjournment,0.87,0.5345224838,0.2672612419,0.8017837257,0,0.894427191,0.4472135955
DS1,236,12184,International Whaling Commission adjourns for private talks,4-NonOver,Australia attempted to stop the adjournment accusing Japan of trying to stall the vote .,0,0.39,4,0,Australia attempted to stop the adjournment,0.29,0.5345224838,0.2672612419,0.8017837257,0,0.894427191,0.4472135955
DS1,236,12184,International Whaling Commission adjourns for private talks,4-NonOver,Australia attempted to stop the adjournment accusing Japan of trying to stall the vote .,0,0.39,4,0,stall the vote,0.29,0.7071067812,0.7071067812,0,0.2357022604,0.9428090416,0.2357022604
DS1,237,12184,International Whaling Commission adjourns for private talks,7-NonOver,The 66 member body is currently evenly split between pro- and anti-whaling countries .,0,0.58,5,1,,,0.1414213562,0,0.9899494937,0,0.9486832981,0.316227766
DS1,237,12184,International Whaling Commission adjourns for private talks,7-NonOver,The 66 member body is currently evenly split between pro- and anti-whaling countries .,0,0.58,5,0,split between pro- and anti-whaling countries,0.6,0.1414213562,0,0.9899494937,0,0.9899494937,0.1414213562
DS1,237,12184,International Whaling Commission adjourns for private talks,7-NonOver,The 66 member body is currently evenly split between pro- and anti-whaling countries .,0,0.58,5,0,66 member body is currently evenly split between pro- and anti-whaling countries,0.3,0.1414213562,0,0.9899494937,0,0.8574929257,0.5144957554
DS1,237,12184,International Whaling Commission adjourns for private talks,7-NonOver,The 66 member body is currently evenly split between pro- and anti-whaling countries .,0,0.58,5,0,anti-whaling,0.6,0.3651483717,0.1825741858,0.9128709292,0,0.8574929257,0.5144957554
DS1,237,12184,International Whaling Commission adjourns for private talks,7-NonOver,The 66 member body is currently evenly split between pro- and anti-whaling countries .,0,0.58,5,0,body is currently evenly split,0.3,0.1414213562,0,0.9899494937,0,0.9899494937,0.1414213562
DS1,237,12184,International Whaling Commission adjourns for private talks,7-NonOver,The 66 member body is currently evenly split between pro- and anti-whaling countries .,0,0.58,5,0,pro- and anti-whaling,0.3,0.1414213562,0,0.9899494937,0,0.9486832981,0.316227766
DS1,238,12184,International Whaling Commission adjourns for private talks,6-NonOver,The three countries are expected to follow Japan 's pro-whaling line .,0,0.19,3,1,,,0.2182178902,0.8728715609,0.4364357805,0,0.9284766909,0.3713906764
DS1,238,12184,International Whaling Commission adjourns for private talks,6-NonOver,The three countries are expected to follow Japan 's pro-whaling line .,0,0.19,3,0,three countries,0.41,0,0.1643989873,0.9863939238,0,0.9284766909,0.3713906764
DS1,238,12184,International Whaling Commission adjourns for private talks,6-NonOver,The three countries are expected to follow Japan 's pro-whaling line .,0,0.19,3,0,Japan 's pro-whaling,0.82,0.2182178902,0.8728715609,0.4364357805,0,0.9284766909,0.3713906764
DS1,238,12184,International Whaling Commission adjourns for private talks,6-NonOver,The three countries are expected to follow Japan 's pro-whaling line .,0,0.19,3,0,pro-whaling,0.41,0.2182178902,0.4364357805,0.8728715609,0,0.9284766909,0.3713906764
DS1,206,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,10-Over,Chesapeake Bay menhaden are considered an important food source for fish species popular with sports fisherman .,1,0.29,3,1,,,0.8,0,0.6,0,0.8,0.6
DS1,206,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,10-Over,Chesapeake Bay menhaden are considered an important food source for fish species popular with sports fisherman .,1,0.29,3,0,Chesapeake Bay,0.8,0,0,1,0,1,0
DS1,206,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,10-Over,Chesapeake Bay menhaden are considered an important food source for fish species popular with sports fisherman .,1,0.29,3,0,source,0.27,0.1643989873,0,0.9863939238,0,1,0
DS1,206,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,10-Over,Chesapeake Bay menhaden are considered an important food source for fish species popular with sports fisherman .,1,0.29,3,0,fish,0.53,0.1643989873,0,0.9863939238,0,1,0
DS1,239,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,5-NonOver,The Coast Guard was called in and ended the confrontation peacefully .,0,0.14,1,1,,,0.6396021491,0.4264014327,0.6396021491,0,0.9486832981,0.316227766
DS1,239,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,5-NonOver,The Coast Guard was called in and ended the confrontation peacefully .,0,0.14,1,0,confrontation,1,0,0.8574929257,0.5144957554,0.1961161351,0.5883484054,0.7844645406
DS1,240,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,4-Over,"Greenpeace arrived with four fast moving out-board motor boats , manned by thirteen activists , who attempted to drive away the fish .",1,0.55,8,1,,,0,0.1643989873,0.9863939238,0,0.8,0.6
DS1,240,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,4-Over,"Greenpeace arrived with four fast moving out-board motor boats , manned by thirteen activists , who attempted to drive away the fish .",1,0.55,8,0,motor boats,0.25,0.1924500897,0.1924500897,0.9622504486,0,1,0
DS1,240,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,4-Over,"Greenpeace arrived with four fast moving out-board motor boats , manned by thirteen activists , who attempted to drive away the fish .",1,0.55,8,0,thirteen activists,0.25,0.3713906764,0,0.9284766909,0,0.9863939238,0.1643989873
DS1,240,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,4-Over,"Greenpeace arrived with four fast moving out-board motor boats , manned by thirteen activists , who attempted to drive away the fish .",1,0.55,8,0,drive away the fish,0.25,0.2182178902,0.8728715609,0.4364357805,0.1924500897,0.9622504486,0.1924500897
DS1,240,18187,Greenpeace tries to thwart Chesapeake Bay fishing fleet,4-Over,"Greenpeace arrived with four fast moving out-board motor boats , manned by thirteen activists , who attempted to drive away the fish .",1,0.55,8,0,Greenpeace,0.75,0.3713906764,0,0.9284766909,0,1,0
