Dataset,Tweet Id,Tweet Author,Tweet Date,Tweet Seed Index,Tweet Content,Tweet Event Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23884,@melnaau,2014-04-30,whaling_89,First #whaling fleet leaves #Japan since #UN hunting ban in Antarctic - http://t.co/4JmXY2e9zw,1.00,5,0,#whaling fleet leaves #Japan,0.17,0.4850712501,0.4850712501,0.7276068751,0,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23884,@melnaau,2014-04-30,whaling_89,First #whaling fleet leaves #Japan since #UN hunting ban in Antarctic - http://t.co/4JmXY2e9zw,1.00,5,0,hunting,0.17,0,0.9863939238,0.1643989873,0,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23883,@64Zoo,2014-04-30,whaling_88,Denounce Japan for Whale Slaughter - ForceChange http://t.co/ulDpm1nwWl,1.00,5,1,,,0.8111071057,0.4866642634,0.3244428423,0.6666666667,0.6666666667,0.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23883,@64Zoo,2014-04-30,whaling_88,Denounce Japan for Whale Slaughter - ForceChange http://t.co/ulDpm1nwWl,1.00,5,0,Japan,0.61,0.8111071057,0.3244428423,0.4866642634,0,0.5547001962,0.8320502943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23883,@64Zoo,2014-04-30,whaling_88,Denounce Japan for Whale Slaughter - ForceChange http://t.co/ulDpm1nwWl,1.00,5,0,Whale,0.61,0.6666666667,0.3333333333,0.6666666667,0.3244428423,0.8111071057,0.4866642634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23883,@64Zoo,2014-04-30,whaling_88,Denounce Japan for Whale Slaughter - ForceChange http://t.co/ulDpm1nwWl,1.00,5,0,Denounce Japan for Whale Slaughter,0.41,0.91914503,0.3939192986,0,0.6172133998,0.15430335,0.7715167498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23883,@64Zoo,2014-04-30,whaling_88,Denounce Japan for Whale Slaughter - ForceChange http://t.co/ulDpm1nwWl,1.00,5,0,Whale Slaughter,0.2,0.3939192986,0.91914503,0,0.6666666667,0.3333333333,0.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23883,@64Zoo,2014-04-30,whaling_88,Denounce Japan for Whale Slaughter - ForceChange http://t.co/ulDpm1nwWl,1.00,5,0,ForceChange,0.2,0.9525793444,0.1360827635,0.272165527,0,0.3939192986,0.91914503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23882,@lgegg6,2014-04-30,whaling_87,Denounce Japan for Whale Slaughter - ForceChange http://t.co/NvxKVuASq1,1.00,4,1,,,0.1622214211,0.9733285268,0.1622214211,0.3651483717,0.9128709292,0.1825741858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23882,@lgegg6,2014-04-30,whaling_87,Denounce Japan for Whale Slaughter - ForceChange http://t.co/NvxKVuASq1,1.00,4,0,Whale Slaughter,0.52,0,1,0,0.4082482905,0.4082482905,0.8164965809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23882,@lgegg6,2014-04-30,whaling_87,Denounce Japan for Whale Slaughter - ForceChange http://t.co/NvxKVuASq1,1.00,4,0,Japan,0.77,0.1825741858,0.3651483717,0.9128709292,0.1825741858,0.9128709292,0.3651483717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23882,@lgegg6,2014-04-30,whaling_87,Denounce Japan for Whale Slaughter - ForceChange http://t.co/NvxKVuASq1,1.00,4,0,Whale,0.26,0.7071067812,0,0.7071067812,0,0.7071067812,0.7071067812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23882,@lgegg6,2014-04-30,whaling_87,Denounce Japan for Whale Slaughter - ForceChange http://t.co/NvxKVuASq1,1.00,4,0,Denounce Japan for Whale Slaughter,0.26,0.5883484054,0.7844645406,0.1961161351,0.4082482905,0.8164965809,0.4082482905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23881,@lindalumoore,2014-04-30,whaling_86,Denounce Japan for Whale Slaughter - ForceChange http://t.co/dgbF0EnhCY,0.99,5,1,,,0,1,0,0.8017837257,0.2672612419,0.5345224838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23881,@lindalumoore,2014-04-30,whaling_86,Denounce Japan for Whale Slaughter - ForceChange http://t.co/dgbF0EnhCY,0.99,5,0,Japan for Whale Slaughter,0.2,0,0.9805806757,0.1961161351,0.5345224838,0.2672612419,0.8017837257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23881,@lindalumoore,2014-04-30,whaling_86,Denounce Japan for Whale Slaughter - ForceChange http://t.co/dgbF0EnhCY,0.99,5,0,Japan,0.78,0,0.1961161351,0.9805806757,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23881,@lindalumoore,2014-04-30,whaling_86,Denounce Japan for Whale Slaughter - ForceChange http://t.co/dgbF0EnhCY,0.99,5,0,Whale,0.39,0.1961161351,0,0.9805806757,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23881,@lindalumoore,2014-04-30,whaling_86,Denounce Japan for Whale Slaughter - ForceChange http://t.co/dgbF0EnhCY,0.99,5,0,Whale Slaughter,0.39,0,1,0,0.8017837257,0.2672612419,0.5345224838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23881,@lindalumoore,2014-04-30,whaling_86,Denounce Japan for Whale Slaughter - ForceChange http://t.co/dgbF0EnhCY,0.99,5,0,Denounce Japan for Whale Slaughter,0.2,0,0.9805806757,0.1961161351,0.8017837257,0.5345224838,0.2672612419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23880,@noitsamit,2014-04-30,whaling_85,RT @TheRealAHall: Japan's whaling - the end is nigh - News - The Ecologist http://t.co/vJijrG27rL,1.00,4,1,,,0.8703882798,0.3481553119,0.3481553119,0,0.2747211279,0.9615239476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23880,@noitsamit,2014-04-30,whaling_85,RT @TheRealAHall: Japan's whaling - the end is nigh - News - The Ecologist http://t.co/vJijrG27rL,1.00,4,0,Japan's whaling,0.9,0.174077656,0.6963106238,0.6963106238,0,0.6246950476,0.7808688094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23880,@noitsamit,2014-04-30,whaling_85,RT @TheRealAHall: Japan's whaling - the end is nigh - News - The Ecologist http://t.co/vJijrG27rL,1.00,4,0,the end,0.18,0.5070925528,0.1690308509,0.8451542547,0,0.6246950476,0.7808688094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23880,@noitsamit,2014-04-30,whaling_85,RT @TheRealAHall: Japan's whaling - the end is nigh - News - The Ecologist http://t.co/vJijrG27rL,1.00,4,0,Japan's whaling the end is nigh,0.36,0.7427813527,0.5570860145,0.3713906764,0.3481553119,0.3481553119,0.8703882798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23880,@noitsamit,2014-04-30,whaling_85,RT @TheRealAHall: Japan's whaling - the end is nigh - News - The Ecologist http://t.co/vJijrG27rL,1.00,4,0,end is nigh,0.18,0.5570860145,0.3713906764,0.7427813527,0.1690308509,0.5070925528,0.8451542547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23879,@gerdk60,2014-04-30,whaling_84,Denounce Japan for Whale Slaughter - ForceChange http://t.co/IP6zD3RdcE,1.00,4,1,,,0.3333333333,0.6666666667,0.6666666667,0.3244428423,0.4866642634,0.8111071057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23879,@gerdk60,2014-04-30,whaling_84,Denounce Japan for Whale Slaughter - ForceChange http://t.co/IP6zD3RdcE,1.00,4,0,Japan,0.76,0,0,1,0.1474419562,0.8846517369,0.4423258685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23879,@gerdk60,2014-04-30,whaling_84,Denounce Japan for Whale Slaughter - ForceChange http://t.co/IP6zD3RdcE,1.00,4,0,Whale Slaughter,0.61,0,0.7071067812,0.7071067812,0.4866642634,0.3244428423,0.8111071057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23879,@gerdk60,2014-04-30,whaling_84,Denounce Japan for Whale Slaughter - ForceChange http://t.co/IP6zD3RdcE,1.00,4,0,Whale,0.15,0.1104315261,0,0.9938837347,0.1474419562,0.8846517369,0.4423258685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23879,@gerdk60,2014-04-30,whaling_84,Denounce Japan for Whale Slaughter - ForceChange http://t.co/IP6zD3RdcE,1.00,4,0,Japan for Whale Slaughter,0.15,0,0.5547001962,0.8320502943,0.3244428423,0.4866642634,0.8111071057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23875,@theheatherblack,2014-04-30,whaling_80,RT @kellynicola: Denounce Japan for Whale Slaughter - ForceChange http://t.co/UvEa4eu3Wc EVIL! Japanese people deserve better than this rep…,1.00,5,1,,,0.4850712501,0.4850712501,0.7276068751,0.2182178902,0.8728715609,0.4364357805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23875,@theheatherblack,2014-04-30,whaling_80,RT @kellynicola: Denounce Japan for Whale Slaughter - ForceChange http://t.co/UvEa4eu3Wc EVIL! Japanese people deserve better than this rep…,1.00,5,0,Denounce Japan,0.2,0.2294157339,0.6882472016,0.6882472016,0.7276068751,0.4850712501,0.4850712501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23875,@theheatherblack,2014-04-30,whaling_80,RT @kellynicola: Denounce Japan for Whale Slaughter - ForceChange http://t.co/UvEa4eu3Wc EVIL! Japanese people deserve better than this rep…,1.00,5,0,Whale Slaughter,0.39,0,0.9284766909,0.3713906764,0.8728715609,0.4364357805,0.2182178902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23875,@theheatherblack,2014-04-30,whaling_80,RT @kellynicola: Denounce Japan for Whale Slaughter - ForceChange http://t.co/UvEa4eu3Wc EVIL! Japanese people deserve better than this rep…,1.00,5,0,Denounce Japan for Whale Slaughter,0.78,0.4850712501,0.7276068751,0.4850712501,0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23875,@theheatherblack,2014-04-30,whaling_80,RT @kellynicola: Denounce Japan for Whale Slaughter - ForceChange http://t.co/UvEa4eu3Wc EVIL! Japanese people deserve better than this rep…,1.00,5,0,Japan,0.39,0,0.3713906764,0.9284766909,0,0.9284766909,0.3713906764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23875,@theheatherblack,2014-04-30,whaling_80,RT @kellynicola: Denounce Japan for Whale Slaughter - ForceChange http://t.co/UvEa4eu3Wc EVIL! Japanese people deserve better than this rep…,1.00,5,0,Whale,0.2,0.1643989873,0,0.9863939238,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23873,@ATHOSYORK,2014-04-30,whaling_78,We are all animals ! You kill them you kill us too. Denounce #Japan for #Whale Slaughter - ForceChange http://t.co/54nI94VI9a,1.00,5,1,,,0.6963106238,0.6963106238,0.174077656,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23873,@ATHOSYORK,2014-04-30,whaling_78,We are all animals ! You kill them you kill us too. Denounce #Japan for #Whale Slaughter - ForceChange http://t.co/54nI94VI9a,1.00,5,0,Denounce #Japan for #Whale Slaughter,0.56,0.3123475238,0.9370425713,0.1561737619,0.1561737619,0.9370425713,0.3123475238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23873,@ATHOSYORK,2014-04-30,whaling_78,We are all animals ! You kill them you kill us too. Denounce #Japan for #Whale Slaughter - ForceChange http://t.co/54nI94VI9a,1.00,5,0,#Whale Slaughter,0.56,0.5070925528,0.8451542547,0.1690308509,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23873,@ATHOSYORK,2014-04-30,whaling_78,We are all animals ! You kill them you kill us too. Denounce #Japan for #Whale Slaughter - ForceChange http://t.co/54nI94VI9a,1.00,5,0,#Japan,0.56,0.3481553119,0.3481553119,0.8703882798,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23873,@ATHOSYORK,2014-04-30,whaling_78,We are all animals ! You kill them you kill us too. Denounce #Japan for #Whale Slaughter - ForceChange http://t.co/54nI94VI9a,1.00,5,0,Denounce #Japan,0.19,0.8451542547,0.5070925528,0.1690308509,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23873,@ATHOSYORK,2014-04-30,whaling_78,We are all animals ! You kill them you kill us too. Denounce #Japan for #Whale Slaughter - ForceChange http://t.co/54nI94VI9a,1.00,5,0,You kill them you kill us too. Denounce #Japan for #Whale Slaughter,0.19,0.3481553119,0.8703882798,0.3481553119,0.1561737619,0.9370425713,0.3123475238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23872,@RachGolden,2014-04-30,whaling_77,this didn't get as much press as it should have - Japan resumes whaling despite UN court order http://t.co/RTCM6fD3WG,1.00,4,1,,,0.1400280084,0.9801960588,0.1400280084,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23872,@RachGolden,2014-04-30,whaling_77,this didn't get as much press as it should have - Japan resumes whaling despite UN court order http://t.co/RTCM6fD3WG,1.00,4,0,Japan resumes whaling,0.42,0.1690308509,0.8451542547,0.5070925528,0,0.6246950476,0.7808688094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23872,@RachGolden,2014-04-30,whaling_77,this didn't get as much press as it should have - Japan resumes whaling despite UN court order http://t.co/RTCM6fD3WG,1.00,4,0,Japan,0.63,0.1561737619,0.3123475238,0.9370425713,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23872,@RachGolden,2014-04-30,whaling_77,this didn't get as much press as it should have - Japan resumes whaling despite UN court order http://t.co/RTCM6fD3WG,1.00,4,0,whaling,0.63,0.3481553119,0.8703882798,0.3481553119,0.1400280084,0.9801960588,0.1400280084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23872,@RachGolden,2014-04-30,whaling_77,this didn't get as much press as it should have - Japan resumes whaling despite UN court order http://t.co/RTCM6fD3WG,1.00,4,0,Japan resumes whaling despite UN court order,0.21,0.1240347346,0.9922778767,0,0.3713906764,0.7427813527,0.5570860145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23870,@jennygonevegan,2014-04-30,whaling_75,Great article from @the_ecologist: Japan's whaling - the end is nigh http://t.co/I1t735P6dc,1.00,2,1,,,0.6666666667,0.6666666667,0.3333333333,0,0.8320502943,0.5547001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23870,@jennygonevegan,2014-04-30,whaling_75,Great article from @the_ecologist: Japan's whaling - the end is nigh http://t.co/I1t735P6dc,1.00,2,0,Japan's whaling,0.99,0.3333333333,0.6666666667,0.6666666667,0,0.8320502943,0.5547001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23870,@jennygonevegan,2014-04-30,whaling_75,Great article from @the_ecologist: Japan's whaling - the end is nigh http://t.co/I1t735P6dc,1.00,2,0,end is nigh,0.16,0.6666666667,0.6666666667,0.3333333333,0,0.8320502943,0.5547001962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23868,@coolgirl155,2014-04-30,whaling_73,Denounce Japan for Whale Slaughter - ForceChange http://t.co/whL4hsLw0J,1.00,3,1,,,0,1,0,0.6882472016,0.6882472016,0.2294157339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
